"","OTU","Sample","Abundance","forward.absolute.filepath","reverse.absolute.filepath","Mouse.ID","LK16Sid","ExName","Ex","LavageDate","MP","SampleOrigin","Cage","ExCage","ExCageTp","Timepoint","TimeP","Timepoint.wks","AntibioticTx","Infected","Tp.Cage","Tp.ABX","Tp.Infect","ABX.Infect","Tp.ABX.Infect","NaturalMicro","InfectionStage","InfectStage2","InfectStageDepo","InfectStagePreUM","InfectStageDEM","ViralCopyNumber","ViralCopyNumberHighLow","DiseaseCINEndpoint","DiseaseCINEndpointRanked","Cleared.Persistent","Kingdom","Phylum","Class","Order","Family","Genus"
"6447","5b6b39802db698e3aee0c00b24df674b","LK16S004-249",0.147203709069835,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_249_S253_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_249_S253_R2_001.fastq.gz","10-27-M8-2","LK16S004_249","Baseline","E3","10/27/20","M8-2","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp8","Timepoint 8","8","12","None","Mock","Tp8_Cage8","Tp8_None","Tp8_Mock","None_Mock","Tp8_None_Mock","No","10 wks post-MmuPV1 infection","Infected","Infected","Mock","Mid Infection (8-10-12wpi)",NA,"","","","","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"14683","f36c161e4341ca7c0fd5d7615f736706","LK16S004-281",0.14647137150466,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_281_S286_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_281_S286_R2_001.fastq.gz","11-10-M8-1","LK16S004_281","Baseline","E3","11/10/20","M8-1","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp9","Timepoint 9","9","14","None","Mock","Tp9_Cage8","Tp9_None","Tp9_Mock","None_Mock","Tp9_None_Mock","No","12 wks post-MmuPV1 infection","Infected","Infected","Mock","Mid Infection (8-10-12wpi)",NA,"","","","","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"14681","f36c161e4341ca7c0fd5d7615f736706","LK16S004-216",0.144927536231884,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_216_S220_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_216_S220_R2_001.fastq.gz","10-13-M6-4","LK16S004_216","Baseline","E3","10/13/20","M6-4","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp7","Timepoint 7","7","10","None","Untouched","Tp7_Cage6","Tp7_None","Tp7_Untouched","None_Untouched","Tp7_None_Untouched","No","8 wks post-MmuPV1 infection","Infected","Infected","Untouched","Mid Infection (8-10-12wpi)",NA,"","","","","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"12974","dc24a3607176ef6da2dc7d02bc8070fa","LK16S004-072",0.143746342501463,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_072_S72_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_072_S72_R2_001.fastq.gz","08-12-M11-3","LK16S004_072","Baseline","E3","8/12/20","M11-3","Mouse","Cage11","E3_Cage11","E3_Cage11_Tp2","Timepoint 2","2","2","None","Infected","Tp2_Cage11","Tp2_None","Tp2_Infected","None_Infected","Tp2_None_Infected","Natural","""2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)""","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","CIN2","Low","Persistent","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas"
"813","0b7a378bbfed394963590993a56ab4db","LK16S004-192",0.14311345646438,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_192_S196_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_192_S196_R2_001.fastq.gz","09-29-M8-4","LK16S004_192","Baseline","E3","9/29/20","M8-4","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp6","Timepoint 6","6","8","None","Mock","Tp6_Cage8","Tp6_None","Tp6_Mock","None_Mock","Tp6_None_Mock","No","6 wks post-MmuPV1 infection","Infected","Infected","Mock","Early Infection (4 & 6wpi)",NA,"","","","","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira"
"14221","ecffc2022c0e89787d19d43381a157a7","LK16S004-120",0.142708333333333,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_120_S124_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_120_S124_R2_001.fastq.gz","09-01-M7-1","LK16S004_120","Baseline","E3","9/1/20","M7-1","Mouse","Cage7","E3_Cage7","E3_Cage7_Tp4","Timepoint 4","4","4","None","Infected","Tp4_Cage7","Tp4_None","Tp4_Infected","None_Infected","Tp4_None_Infected","No","2 wks post-MmuPV1 infection","Infected","Infected","Infected","Infection Establishment (2wpi)",NA,"","","","","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"12995","dc24a3607176ef6da2dc7d02bc8070fa","LK16S004-282",0.14234992981587,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_282_S287_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_282_S287_R2_001.fastq.gz","11-10-M8-2","LK16S004_282","Baseline","E3","11/10/20","M8-2","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp9","Timepoint 9","9","14","None","Mock","Tp9_Cage8","Tp9_None","Tp9_Mock","None_Mock","Tp9_None_Mock","No","12 wks post-MmuPV1 infection","Infected","Infected","Mock","Mid Infection (8-10-12wpi)",NA,"","","","","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas"
"8485","8632dac767a978f390c0739543c2a1a6","LK16S004-116",0.141519250780437,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_116_S120_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_116_S120_R2_001.fastq.gz","09-01-M6-1","LK16S004_116","Baseline","E3","9/1/20","M6-1","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp4","Timepoint 4","4","4","None","Untouched","Tp4_Cage6","Tp4_None","Tp4_Untouched","None_Untouched","Tp4_None_Untouched","No","2 wks post-MmuPV1 infection","Infected","Infected","Untouched","Infection Establishment (2wpi)",NA,"","","","","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"8509","8632dac767a978f390c0739543c2a1a6","LK16S004-023",0.140350877192982,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_023_S23_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_023_S23_R2_001.fastq.gz","07-28-M8-5","LK16S004_023","Baseline","E3","7/28/20","M8-5","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp1","Timepoint 1","1","0","None","Mock","Tp1_Cage8","Tp1_None","Tp1_Mock","None_Mock","Tp1_None_Mock","Natural","Day of Abx Start (2wk pre-infection; all essentially untouched mice)","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","","","","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"14307","ecffc2022c0e89787d19d43381a157a7","LK16S004-052",0.14020618556701,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_052_S52_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_052_S52_R2_001.fastq.gz","08-12-M6-1","LK16S004_052","Baseline","E3","8/12/20","M6-1","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp2","Timepoint 2","2","2","None","Untouched","Tp2_Cage6","Tp2_None","Tp2_Untouched","None_Untouched","Tp2_None_Untouched","Natural","""2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)""","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","","","","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"2050","1a98ff4f7e42b825bd257e038465432f","LK16S004-125",0.14,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_125_S129_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_125_S129_R2_001.fastq.gz","09-01-M8-3","LK16S004_125","Baseline","E3","9/1/20","M8-3","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp4","Timepoint 4","4","4","None","Mock","Tp4_Cage8","Tp4_None","Tp4_Mock","None_Mock","Tp4_None_Mock","No","2 wks post-MmuPV1 infection","Infected","Infected","Mock","Infection Establishment (2wpi)",NA,"","","","","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"2519","245242d6b16e9f8cb1017229e230b4ea","LK16S004-103",0.13946587537092,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_103_S105_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_103_S105_R2_001.fastq.gz","08-19-M11-2","LK16S004_103","Baseline","E3","8/19/20","M11-2","Mouse","Cage11","E3_Cage11","E3_Cage11_Tp3","Timepoint 3","3","3","None","Infected","Tp3_Cage11","Tp3_None","Tp3_Infected","None_Infected","Tp3_None_Infected","Post-Depo","3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected","Pre-Infection","Post-Depo","Post-Depo","Post-Depo",NA,"","","","","Bacteria","Firmicutes","Bacilli","Turicibacterales","Turicibacteraceae","Turicibacter"
"2179","1c8169b4e7008ce117a2b8695986fe8f","LK16S004-231",0.139335476956056,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_231_S235_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_231_S235_R2_001.fastq.gz","10-13-M11-3","LK16S004_231","Baseline","E3","10/13/20","M11-3","Mouse","Cage11","E3_Cage11","E3_Cage11_Tp7","Timepoint 7","7","10","None","Infected","Tp7_Cage11","Tp7_None","Tp7_Infected","None_Infected","Tp7_None_Infected","No","8 wks post-MmuPV1 infection","Infected","Infected","Infected","Mid Infection (8-10-12wpi)",NA,"","CIN2","Low","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces"
"2304","1c8169b4e7008ce117a2b8695986fe8f","LK16S004-221",0.139130434782609,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_221_S225_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_221_S225_R2_001.fastq.gz","10-13-M8-2","LK16S004_221","Baseline","E3","10/13/20","M8-2","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp7","Timepoint 7","7","10","None","Mock","Tp7_Cage8","Tp7_None","Tp7_Mock","None_Mock","Tp7_None_Mock","No","8 wks post-MmuPV1 infection","Infected","Infected","Mock","Mid Infection (8-10-12wpi)",NA,"","","","","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces"
"4812","4e269cbdd41f328dabf501e891c0c3ce","LK16S004-090",0.137221269296741,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_090_S90_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_090_S90_R2_001.fastq.gz","08-19-M7-3","LK16S004_090","Baseline","E3","8/19/20","M7-3","Mouse","Cage7","E3_Cage7","E3_Cage7_Tp3","Timepoint 3","3","3","None","Infected","Tp3_Cage7","Tp3_None","Tp3_Infected","None_Infected","Tp3_None_Infected","Post-Depo","3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected","Pre-Infection","Post-Depo","Post-Depo","Post-Depo",NA,"","CIN2","Low","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Micrococcus"
"2199","1c8169b4e7008ce117a2b8695986fe8f","LK16S004-217",0.13556338028169,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_217_S221_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_217_S221_R2_001.fastq.gz","10-13-M7-1","LK16S004_217","Baseline","E3","10/13/20","M7-1","Mouse","Cage7","E3_Cage7","E3_Cage7_Tp7","Timepoint 7","7","10","None","Infected","Tp7_Cage7","Tp7_None","Tp7_Infected","None_Infected","Tp7_None_Infected","No","8 wks post-MmuPV1 infection","Infected","Infected","Infected","Mid Infection (8-10-12wpi)",NA,"","","","","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces"
"14287","ecffc2022c0e89787d19d43381a157a7","LK16S004-278",0.134703196347032,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_278_S283_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_278_S283_R2_001.fastq.gz","11-10-M7-1","LK16S004_278","Baseline","E3","11/10/20","M7-1","Mouse","Cage7","E3_Cage7","E3_Cage7_Tp9","Timepoint 9","9","14","None","Infected","Tp9_Cage7","Tp9_None","Tp9_Infected","None_Infected","Tp9_None_Infected","No","12 wks post-MmuPV1 infection","Infected","Infected","Infected","Mid Infection (8-10-12wpi)",NA,"","","","","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"14239","ecffc2022c0e89787d19d43381a157a7","LK16S004-119",0.134686346863469,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_119_S123_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_119_S123_R2_001.fastq.gz","09-01-M6-4","LK16S004_119","Baseline","E3","9/1/20","M6-4","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp4","Timepoint 4","4","4","None","Untouched","Tp4_Cage6","Tp4_None","Tp4_Untouched","None_Untouched","Tp4_None_Untouched","No","2 wks post-MmuPV1 infection","Infected","Infected","Untouched","Infection Establishment (2wpi)",NA,"","","","","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"4807","4e269cbdd41f328dabf501e891c0c3ce","LK16S004-152",0.134518923848609,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_152_S156_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_152_S156_R2_001.fastq.gz","09-16-M6-2","LK16S004_152","Baseline","E3","9/16/20","M6-2","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp5","Timepoint 5","5","6","None","Untouched","Tp5_Cage6","Tp5_None","Tp5_Untouched","None_Untouched","Tp5_None_Untouched","No","4 wks post-MmuPV1 infection","Infected","Infected","Untouched","Early Infection (4 & 6wpi)",NA,"","","","","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Micrococcus"
"8510","8632dac767a978f390c0739543c2a1a6","LK16S004-093",0.133416458852868,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_093_S93_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_093_S93_R2_001.fastq.gz","08-19-M08-3","LK16S004_093","Baseline","E3","8/19/20","M8-3","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp3","Timepoint 3","3","3","None","Mock","Tp3_Cage8","Tp3_None","Tp3_Mock","None_Mock","Tp3_None_Mock","Post-Depo","3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected","Pre-Infection","Post-Depo","Post-Depo","Post-Depo",NA,"","","","","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"2316","1e222faf07bcd55a8b19ee90a23f0f96","LK16S004-124",0.132118451025057,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_124_S128_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_124_S128_R2_001.fastq.gz","09-01-M8-2","LK16S004_124","Baseline","E3","9/1/20","M8-2","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp4","Timepoint 4","4","4","None","Mock","Tp4_Cage8","Tp4_None","Tp4_Mock","None_Mock","Tp4_None_Mock","No","2 wks post-MmuPV1 infection","Infected","Infected","Mock","Infection Establishment (2wpi)",NA,"","","","","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Cellvibrio"
"11944","c3c6b35a7e7fd0a56aab3c29bd47737b","LK16S004-170",0.131993006993007,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_170_S174_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_170_S174_R2_001.fastq.gz","09-16-M11-3","LK16S004_170","Baseline","E3","9/16/20","M11-3","Mouse","Cage11","E3_Cage11","E3_Cage11_Tp5","Timepoint 5","5","6","None","Infected","Tp5_Cage11","Tp5_None","Tp5_Infected","None_Infected","Tp5_None_Infected","No","4 wks post-MmuPV1 infection","Infected","Infected","Infected","Early Infection (4 & 6wpi)",2180,"Low","CIN2","Low","Persistent","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"2224","1c8169b4e7008ce117a2b8695986fe8f","LK16S004-170",0.131118881118881,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_170_S174_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_170_S174_R2_001.fastq.gz","09-16-M11-3","LK16S004_170","Baseline","E3","9/16/20","M11-3","Mouse","Cage11","E3_Cage11","E3_Cage11_Tp5","Timepoint 5","5","6","None","Infected","Tp5_Cage11","Tp5_None","Tp5_Infected","None_Infected","Tp5_None_Infected","No","4 wks post-MmuPV1 infection","Infected","Infected","Infected","Early Infection (4 & 6wpi)",2180,"Low","CIN2","Low","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces"
"14226","ecffc2022c0e89787d19d43381a157a7","LK16S004-292",0.128205128205128,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_292_S298_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_292_S298_R2_001.fastq.gz","11-10-M11-3","LK16S004_292","Baseline","E3","11/10/20","M11-3","Mouse","Cage11","E3_Cage11","E3_Cage11_Tp9","Timepoint 9","9","14","None","Infected","Tp9_Cage11","Tp9_None","Tp9_Infected","None_Infected","Tp9_None_Infected","No","12 wks post-MmuPV1 infection","Infected","Infected","Infected","Mid Infection (8-10-12wpi)",114000,"High","CIN2","Low","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"14676","f36c161e4341ca7c0fd5d7615f736706","LK16S004-019",0.12740775121838,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_019_S19_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_019_S19_R2_001.fastq.gz","07-28-M8-1","LK16S004_019","Baseline","E3","7/28/20","M8-1","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp1","Timepoint 1","1","0","None","Mock","Tp1_Cage8","Tp1_None","Tp1_Mock","None_Mock","Tp1_None_Mock","Natural","Day of Abx Start (2wk pre-infection; all essentially untouched mice)","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","","","","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"2211","1c8169b4e7008ce117a2b8695986fe8f","LK16S004-119",0.127306273062731,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_119_S123_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_119_S123_R2_001.fastq.gz","09-01-M6-4","LK16S004_119","Baseline","E3","9/1/20","M6-4","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp4","Timepoint 4","4","4","None","Untouched","Tp4_Cage6","Tp4_None","Tp4_Untouched","None_Untouched","Tp4_None_Untouched","No","2 wks post-MmuPV1 infection","Infected","Infected","Untouched","Infection Establishment (2wpi)",NA,"","","","","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces"
"2218","1c8169b4e7008ce117a2b8695986fe8f","LK16S004-250",0.126794258373206,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_250_S254_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_250_S254_R2_001.fastq.gz","10-27-M8-3","LK16S004_250","Baseline","E3","10/27/20","M8-3","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp8","Timepoint 8","8","12","None","Mock","Tp8_Cage8","Tp8_None","Tp8_Mock","None_Mock","Tp8_None_Mock","No","10 wks post-MmuPV1 infection","Infected","Infected","Mock","Mid Infection (8-10-12wpi)",NA,"","","","","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces"
"810","0b7a378bbfed394963590993a56ab4db","LK16S004-127",0.126637554585153,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_127_S131_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_127_S131_R2_001.fastq.gz","09-01-M8-5","LK16S004_127","Baseline","E3","9/1/20","M8-5","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp4","Timepoint 4","4","4","None","Mock","Tp4_Cage8","Tp4_None","Tp4_Mock","None_Mock","Tp4_None_Mock","No","2 wks post-MmuPV1 infection","Infected","Infected","Mock","Infection Establishment (2wpi)",NA,"","","","","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira"
"2232","1c8169b4e7008ce117a2b8695986fe8f","LK16S004-084",0.126285714285714,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_084_S84_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_084_S84_R2_001.fastq.gz","08-19-M6-1","LK16S004_084","Baseline","E3","8/19/20","M6-1","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp3","Timepoint 3","3","3","None","Untouched","Tp3_Cage6","Tp3_None","Tp3_Untouched","None_Untouched","Tp3_None_Untouched","Untouched","3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected","Pre-Infection","Post-Depo","Post-Depo","Post-Depo",NA,"","","","","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces"
"14289","ecffc2022c0e89787d19d43381a157a7","LK16S004-161",0.125854993160055,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_161_S165_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_161_S165_R2_001.fastq.gz","09-16-M8-4","LK16S004_161","Baseline","E3","9/16/20","M8-4","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp5","Timepoint 5","5","6","None","Mock","Tp5_Cage8","Tp5_None","Tp5_Mock","None_Mock","Tp5_None_Mock","No","4 wks post-MmuPV1 infection","Infected","Infected","Mock","Early Infection (4 & 6wpi)",NA,"","","","","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"14229","ecffc2022c0e89787d19d43381a157a7","LK16S004-185",0.125569290826285,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_185_S189_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_185_S189_R2_001.fastq.gz","09-29-M6-4","LK16S004_185","Baseline","E3","9/29/20","M6-4","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp6","Timepoint 6","6","8","None","Untouched","Tp6_Cage6","Tp6_None","Tp6_Untouched","None_Untouched","Tp6_None_Untouched","No","6 wks post-MmuPV1 infection","Infected","Infected","Untouched","Early Infection (4 & 6wpi)",NA,"","","","","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
