sample_id	forward-absolute-filepath	reverse-absolute-filepath	Mouse-ID	LK16Sid	ExName	Ex	LavageDate	MP	SampleOrigin	Cage	ExCage	ExCageTp	Timepoint	TimeP	Timepoint.wks	AntibioticTx	Infected	Tp.Cage	Tp.ABX	Tp.Infect	ABX.Infect	Tp.ABX.Infect	NaturalMicro	InfectionStage	InfectStage2	InfectStageDepo	InfectStagePreUM	InfectStageDEM	ViralCopyNumber	ViralCopyNumberHighLow	DiseaseCINEndpoint 	DiseaseCINEndpointRanked	Cleared.Persistent
LK16S004-219	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_219_S223_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_219_S223_R2_001.fastq.gz	10-13-M7-3	LK16S004_219	Baseline	E3	10/13/20	M7-3	Mouse	Cage7	E3_Cage7	E3_Cage7_Tp7	Timepoint 7	7	10	None	Infected	Tp7_Cage7	Tp7_None	Tp7_Infected	None_Infected	Tp7_None_Infected	No	8 wks post-MmuPV1 infection	Infected	Infected	Infected	Mid Infection (8-10-12wpi)			CIN2  	Low	Persistent
LK16S004-220	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_220_S224_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_220_S224_R2_001.fastq.gz	10-13-M8-1	LK16S004_220	Baseline	E3	10/13/20	M8-1	Mouse	Cage8	E3_Cage8	E3_Cage8_Tp7	Timepoint 7	7	10	None	Mock	Tp7_Cage8	Tp7_None	Tp7_Mock	None_Mock	Tp7_None_Mock	No	8 wks post-MmuPV1 infection	Infected	Infected	Mock	Mid Infection (8-10-12wpi)					
LK16S004-221	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_221_S225_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_221_S225_R2_001.fastq.gz	10-13-M8-2	LK16S004_221	Baseline	E3	10/13/20	M8-2	Mouse	Cage8	E3_Cage8	E3_Cage8_Tp7	Timepoint 7	7	10	None	Mock	Tp7_Cage8	Tp7_None	Tp7_Mock	None_Mock	Tp7_None_Mock	No	8 wks post-MmuPV1 infection	Infected	Infected	Mock	Mid Infection (8-10-12wpi)					
LK16S004-222	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_222_S226_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_222_S226_R2_001.fastq.gz	10-13-M8-3	LK16S004_222	Baseline	E3	10/13/20	M8-3	Mouse	Cage8	E3_Cage8	E3_Cage8_Tp7	Timepoint 7	7	10	None	Mock	Tp7_Cage8	Tp7_None	Tp7_Mock	None_Mock	Tp7_None_Mock	No	8 wks post-MmuPV1 infection	Infected	Infected	Mock	Mid Infection (8-10-12wpi)					
LK16S004-223	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_223_S227_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_223_S227_R2_001.fastq.gz	10-13-M8-4	LK16S004_223	Baseline	E3	10/13/20	M8-4	Mouse	Cage8	E3_Cage8	E3_Cage8_Tp7	Timepoint 7	7	10	None	Mock	Tp7_Cage8	Tp7_None	Tp7_Mock	None_Mock	Tp7_None_Mock	No	8 wks post-MmuPV1 infection	Infected	Infected	Mock	Mid Infection (8-10-12wpi)					
LK16S004-224	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_224_S228_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_224_S228_R2_001.fastq.gz	10-13-M8-5	LK16S004_224	Baseline	E3	10/13/20	M8-5	Mouse	Cage8	E3_Cage8	E3_Cage8_Tp7	Timepoint 7	7	10	None	Mock	Tp7_Cage8	Tp7_None	Tp7_Mock	None_Mock	Tp7_None_Mock	No	8 wks post-MmuPV1 infection	Infected	Infected	Mock	Mid Infection (8-10-12wpi)					
LK16S004-225	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_225_S229_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_225_S229_R2_001.fastq.gz	10-13-M9-1	LK16S004_225	Baseline	E3	10/13/20	M9-1	Mouse	Cage9	E3_Cage9	E3_Cage9_Tp7	Timepoint 7	7	10	ABX	Mock	Tp7_Cage9	Tp7_ABX	Tp7_Mock	ABX_Mock	Tp7_ABX_Mock	No	8 wks post-MmuPV1 infection	Infected	Infected	Mock	Mid Infection (8-10-12wpi)					
LK16S004-226	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_226_S230_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_226_S230_R2_001.fastq.gz	10-13-M9-2	LK16S004_226	Baseline	E3	10/13/20	M9-2	Mouse	Cage9	E3_Cage9	E3_Cage9_Tp7	Timepoint 7	7	10	ABX	Mock	Tp7_Cage9	Tp7_ABX	Tp7_Mock	ABX_Mock	Tp7_ABX_Mock	No	8 wks post-MmuPV1 infection	Infected	Infected	Mock	Mid Infection (8-10-12wpi)					
LK16S004-227	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_227_S231_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_227_S231_R2_001.fastq.gz	10-13-M9-3	LK16S004_227	Baseline	E3	10/13/20	M9-3	Mouse	Cage9	E3_Cage9	E3_Cage9_Tp7	Timepoint 7	7	10	ABX	Mock	Tp7_Cage9	Tp7_ABX	Tp7_Mock	ABX_Mock	Tp7_ABX_Mock	No	8 wks post-MmuPV1 infection	Infected	Infected	Mock	Mid Infection (8-10-12wpi)					
LK16S004-228	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_228_S232_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_228_S232_R2_001.fastq.gz	10-13-M10-1	LK16S004_228	Baseline	E3	10/13/20	M10-1	Mouse	Cage10	E3_Cage10	E3_Cage10_Tp7	Timepoint 7	7	10	ABX	Infected	Tp7_Cage10	Tp7_ABX	Tp7_Infected	ABX_Infected	Tp7_ABX_Infected	No	8 wks post-MmuPV1 infection	Infected	Infected	Infected	Mid Infection (8-10-12wpi)					
LK16S004-229	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_229_S233_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_229_S233_R2_001.fastq.gz	10-13-M10-2	LK16S004_229	Baseline	E3	10/13/20	M10-2	Mouse	Cage10	E3_Cage10	E3_Cage10_Tp7	Timepoint 7	7	10	ABX	Infected	Tp7_Cage10	Tp7_ABX	Tp7_Infected	ABX_Infected	Tp7_ABX_Infected	No	8 wks post-MmuPV1 infection	Infected	Infected	Infected	Mid Infection (8-10-12wpi)					
LK16S004-230	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_230_S234_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_230_S234_R2_001.fastq.gz	10-13-M11-1	LK16S004_230	Baseline	E3	10/13/20	M11-1	Mouse	Cage11	E3_Cage11	E3_Cage11_Tp7	Timepoint 7	7	10	None	Infected	Tp7_Cage11	Tp7_None	Tp7_Infected	None_Infected	Tp7_None_Infected	No	8 wks post-MmuPV1 infection	Infected	Infected	Infected	Mid Infection (8-10-12wpi)			CIN3	High 	Persistent
LK16S004-231	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_231_S235_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_231_S235_R2_001.fastq.gz	10-13-M11-3	LK16S004_231	Baseline	E3	10/13/20	M11-3	Mouse	Cage11	E3_Cage11	E3_Cage11_Tp7	Timepoint 7	7	10	None	Infected	Tp7_Cage11	Tp7_None	Tp7_Infected	None_Infected	Tp7_None_Infected	No	8 wks post-MmuPV1 infection	Infected	Infected	Infected	Mid Infection (8-10-12wpi)			CIN2	Low	Persistent
LK16S004-232	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_232_S236_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_232_S236_R2_001.fastq.gz	10-27-M3-1	LK16S004_232	Baseline	E3	10/27/20	M3-1	Mouse	Cage3	E3_Cage3	E3_Cage3_Tp8	Timepoint 8	8	12	ABX	Mock	Tp8_Cage3	Tp8_ABX	Tp8_Mock	ABX_Mock	Tp8_ABX_Mock	No	10 wks post-MmuPV1 infection	Infected	Infected	Mock	Mid Infection (8-10-12wpi)					
LK16S004-233	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_233_S237_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_233_S237_R2_001.fastq.gz	10-27-M3-2	LK16S004_233	Baseline	E3	10/27/20	M3-2	Mouse	Cage3	E3_Cage3	E3_Cage3_Tp8	Timepoint 8	8	12	ABX	Mock	Tp8_Cage3	Tp8_ABX	Tp8_Mock	ABX_Mock	Tp8_ABX_Mock	No	10 wks post-MmuPV1 infection	Infected	Infected	Mock	Mid Infection (8-10-12wpi)					
LK16S004-234	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_234_S238_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_234_S238_R2_001.fastq.gz	10-27-M3-3	LK16S004_234	Baseline	E3	10/27/20	M3-3	Mouse	Cage3	E3_Cage3	E3_Cage3_Tp8	Timepoint 8	8	12	ABX	Mock	Tp8_Cage3	Tp8_ABX	Tp8_Mock	ABX_Mock	Tp8_ABX_Mock	No	10 wks post-MmuPV1 infection	Infected	Infected	Mock	Mid Infection (8-10-12wpi)					
LK16S004-235	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_235_S239_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_235_S239_R2_001.fastq.gz	10-27-M4-1	LK16S004_235	Baseline	E3	10/27/20	M4-1	Mouse	Cage4	E3_Cage4	E3_Cage4_Tp8	Timepoint 8	8	12	ABX	Infected	Tp8_Cage4	Tp8_ABX	Tp8_Infected	ABX_Infected	Tp8_ABX_Infected	No	10 wks post-MmuPV1 infection	Infected	Infected	Infected	Mid Infection (8-10-12wpi)			CIN3	High	
LK16S004-236	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_236_S240_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_236_S240_R2_001.fastq.gz	10-27-M4-2	LK16S004_236	Baseline	E3	10/27/20	M4-2	Mouse	Cage4	E3_Cage4	E3_Cage4_Tp8	Timepoint 8	8	12	ABX	Infected	Tp8_Cage4	Tp8_ABX	Tp8_Infected	ABX_Infected	Tp8_ABX_Infected	No	10 wks post-MmuPV1 infection	Infected	Infected	Infected	Mid Infection (8-10-12wpi)			CIN2 (considered 3)	High 	
LK16S004-237	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_237_S241_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_237_S241_R2_001.fastq.gz	10-27-M4-3	LK16S004_237	Baseline	E3	10/27/20	M4-3	Mouse	Cage4	E3_Cage4	E3_Cage4_Tp8	Timepoint 8	8	12	ABX	Infected	Tp8_Cage4	Tp8_ABX	Tp8_Infected	ABX_Infected	Tp8_ABX_Infected	No	10 wks post-MmuPV1 infection	Infected	Infected	Infected	Mid Infection (8-10-12wpi)			CIN2	Low	
LK16S004-238	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_238_S242_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_238_S242_R2_001.fastq.gz	10-27-M5-1	LK16S004_238	Baseline	E3	10/27/20	M5-1	Mouse	Cage5	E3_Cage5	E3_Cage5_Tp8	Timepoint 8	8	12	ABX	Untouched	Tp8_Cage5	Tp8_ABX	Tp8_Untouched	ABX_Untouched	Tp8_ABX_Untouched	No	10 wks post-MmuPV1 infection	Infected	Infected	Untouched	Mid Infection (8-10-12wpi)					
LK16S004-239	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_239_S243_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_239_S243_R2_001.fastq.gz	10-27-M5-2	LK16S004_239	Baseline	E3	10/27/20	M5-2	Mouse	Cage5	E3_Cage5	E3_Cage5_Tp8	Timepoint 8	8	12	ABX	Untouched	Tp8_Cage5	Tp8_ABX	Tp8_Untouched	ABX_Untouched	Tp8_ABX_Untouched	No	10 wks post-MmuPV1 infection	Infected	Infected	Untouched	Mid Infection (8-10-12wpi)					
LK16S004-240	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_240_S244_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_240_S244_R2_001.fastq.gz	10-27-M5-3	LK16S004_240	Baseline	E3	10/27/20	M5-3	Mouse	Cage5	E3_Cage5	E3_Cage5_Tp8	Timepoint 8	8	12	ABX	Untouched	Tp8_Cage5	Tp8_ABX	Tp8_Untouched	ABX_Untouched	Tp8_ABX_Untouched	No	10 wks post-MmuPV1 infection	Infected	Infected	Untouched	Mid Infection (8-10-12wpi)					
LK16S004-241	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_241_S245_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_241_S245_R2_001.fastq.gz	10-27-M5-5	LK16S004_241	Baseline	E3	10/27/20	M5-5	Mouse	Cage5	E3_Cage5	E3_Cage5_Tp8	Timepoint 8	8	12	ABX	Untouched	Tp8_Cage5	Tp8_ABX	Tp8_Untouched	ABX_Untouched	Tp8_ABX_Untouched	No	10 wks post-MmuPV1 infection	Infected	Infected	Untouched	Mid Infection (8-10-12wpi)					
LK16S004-242	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_242_S246_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_242_S246_R2_001.fastq.gz	10-27-M6-1	LK16S004_242	Baseline	E3	10/27/20	M6-1	Mouse	Cage6	E3_Cage6	E3_Cage6_Tp8	Timepoint 8	8	12	None	Untouched	Tp8_Cage6	Tp8_None	Tp8_Untouched	None_Untouched	Tp8_None_Untouched	No	10 wks post-MmuPV1 infection	Infected	Infected	Untouched	Mid Infection (8-10-12wpi)					
LK16S004-243	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_243_S247_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_243_S247_R2_001.fastq.gz	10-27-M6-2	LK16S004_243	Baseline	E3	10/27/20	M6-2	Mouse	Cage6	E3_Cage6	E3_Cage6_Tp8	Timepoint 8	8	12	None	Untouched	Tp8_Cage6	Tp8_None	Tp8_Untouched	None_Untouched	Tp8_None_Untouched	No	10 wks post-MmuPV1 infection	Infected	Infected	Untouched	Mid Infection (8-10-12wpi)					
LK16S004-244	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_244_S248_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_244_S248_R2_001.fastq.gz	10-27-M6-4	LK16S004_244	Baseline	E3	10/27/20	M6-4	Mouse	Cage6	E3_Cage6	E3_Cage6_Tp8	Timepoint 8	8	12	None	Untouched	Tp8_Cage6	Tp8_None	Tp8_Untouched	None_Untouched	Tp8_None_Untouched	No	10 wks post-MmuPV1 infection	Infected	Infected	Untouched	Mid Infection (8-10-12wpi)					
LK16S004-245	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_245_S249_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_245_S249_R2_001.fastq.gz	10-27-M7-1	LK16S004_245	Baseline	E3	10/27/20	M7-1	Mouse	Cage7	E3_Cage7	E3_Cage7_Tp8	Timepoint 8	8	12	None	Infected	Tp8_Cage7	Tp8_None	Tp8_Infected	None_Infected	Tp8_None_Infected	No	10 wks post-MmuPV1 infection	Infected	Infected	Infected	Mid Infection (8-10-12wpi)					
LK16S004-246	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_246_S250_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_246_S250_R2_001.fastq.gz	10-27-M7-2	LK16S004_246	Baseline	E3	10/27/20	M7-2	Mouse	Cage7	E3_Cage7	E3_Cage7_Tp8	Timepoint 8	8	12	None	Infected	Tp8_Cage7	Tp8_None	Tp8_Infected	None_Infected	Tp8_None_Infected	No	10 wks post-MmuPV1 infection	Infected	Infected	Infected	Mid Infection (8-10-12wpi)			CIN2 (considered 3)	High	Persistent
LK16S004-247	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_247_S251_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_247_S251_R2_001.fastq.gz	10-27-M7-3	LK16S004_247	Baseline	E3	10/27/20	M7-3	Mouse	Cage7	E3_Cage7	E3_Cage7_Tp8	Timepoint 8	8	12	None	Infected	Tp8_Cage7	Tp8_None	Tp8_Infected	None_Infected	Tp8_None_Infected	No	10 wks post-MmuPV1 infection	Infected	Infected	Infected	Mid Infection (8-10-12wpi)			CIN2  	Low	Persistent
LK16S004-248	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_248_S252_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_248_S252_R2_001.fastq.gz	10-27-M8-1	LK16S004_248	Baseline	E3	10/27/20	M8-1	Mouse	Cage8	E3_Cage8	E3_Cage8_Tp8	Timepoint 8	8	12	None	Mock	Tp8_Cage8	Tp8_None	Tp8_Mock	None_Mock	Tp8_None_Mock	No	10 wks post-MmuPV1 infection	Infected	Infected	Mock	Mid Infection (8-10-12wpi)					
LK16S004-249	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_249_S253_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_249_S253_R2_001.fastq.gz	10-27-M8-2	LK16S004_249	Baseline	E3	10/27/20	M8-2	Mouse	Cage8	E3_Cage8	E3_Cage8_Tp8	Timepoint 8	8	12	None	Mock	Tp8_Cage8	Tp8_None	Tp8_Mock	None_Mock	Tp8_None_Mock	No	10 wks post-MmuPV1 infection	Infected	Infected	Mock	Mid Infection (8-10-12wpi)					
LK16S004-250	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_250_S254_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_250_S254_R2_001.fastq.gz	10-27-M8-3	LK16S004_250	Baseline	E3	10/27/20	M8-3	Mouse	Cage8	E3_Cage8	E3_Cage8_Tp8	Timepoint 8	8	12	None	Mock	Tp8_Cage8	Tp8_None	Tp8_Mock	None_Mock	Tp8_None_Mock	No	10 wks post-MmuPV1 infection	Infected	Infected	Mock	Mid Infection (8-10-12wpi)					
LK16S004-251	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_251_S255_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_251_S255_R2_001.fastq.gz	10-27-M8-4	LK16S004_251	Baseline	E3	10/27/20	M8-4	Mouse	Cage8	E3_Cage8	E3_Cage8_Tp8	Timepoint 8	8	12	None	Mock	Tp8_Cage8	Tp8_None	Tp8_Mock	None_Mock	Tp8_None_Mock	No	10 wks post-MmuPV1 infection	Infected	Infected	Mock	Mid Infection (8-10-12wpi)					
LK16S004-252	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_252_S256_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_252_S256_R2_001.fastq.gz	10-27-M8-5	LK16S004_252	Baseline	E3	10/27/20	M8-5	Mouse	Cage8	E3_Cage8	E3_Cage8_Tp8	Timepoint 8	8	12	None	Mock	Tp8_Cage8	Tp8_None	Tp8_Mock	None_Mock	Tp8_None_Mock	No	10 wks post-MmuPV1 infection	Infected	Infected	Mock	Mid Infection (8-10-12wpi)					
LK16S004-253	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_253_S257_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_253_S257_R2_001.fastq.gz	10-27-M9-1	LK16S004_253	Baseline	E3	10/27/20	M9-1	Mouse	Cage9	E3_Cage9	E3_Cage9_Tp8	Timepoint 8	8	12	ABX	Mock	Tp8_Cage9	Tp8_ABX	Tp8_Mock	ABX_Mock	Tp8_ABX_Mock	No	10 wks post-MmuPV1 infection	Infected	Infected	Mock	Mid Infection (8-10-12wpi)					
LK16S004-254	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_254_S258_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_254_S258_R2_001.fastq.gz	10-27-M9-2	LK16S004_254	Baseline	E3	10/27/20	M9-2	Mouse	Cage9	E3_Cage9	E3_Cage9_Tp8	Timepoint 8	8	12	ABX	Mock	Tp8_Cage9	Tp8_ABX	Tp8_Mock	ABX_Mock	Tp8_ABX_Mock	No	10 wks post-MmuPV1 infection	Infected	Infected	Mock	Mid Infection (8-10-12wpi)					
LK16S004-255	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_255_S259_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_255_S259_R2_001.fastq.gz	10-27-M9-3	LK16S004_255	Baseline	E3	10/27/20	M9-3	Mouse	Cage9	E3_Cage9	E3_Cage9_Tp8	Timepoint 8	8	12	ABX	Mock	Tp8_Cage9	Tp8_ABX	Tp8_Mock	ABX_Mock	Tp8_ABX_Mock	No	10 wks post-MmuPV1 infection	Infected	Infected	Mock	Mid Infection (8-10-12wpi)					
LK16S004-256	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_256_S260_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_256_S260_R2_001.fastq.gz	10-27-M10-1	LK16S004_256	Baseline	E3	10/27/20	M10-1	Mouse	Cage10	E3_Cage10	E3_Cage10_Tp8	Timepoint 8	8	12	ABX	Infected	Tp8_Cage10	Tp8_ABX	Tp8_Infected	ABX_Infected	Tp8_ABX_Infected	No	10 wks post-MmuPV1 infection	Infected	Infected	Infected	Mid Infection (8-10-12wpi)					
LK16S004-257	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_257_S261_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_257_S261_R2_001.fastq.gz	10-27-M10-2	LK16S004_257	Baseline	E3	10/27/20	M10-2	Mouse	Cage10	E3_Cage10	E3_Cage10_Tp8	Timepoint 8	8	12	ABX	Infected	Tp8_Cage10	Tp8_ABX	Tp8_Infected	ABX_Infected	Tp8_ABX_Infected	No	10 wks post-MmuPV1 infection	Infected	Infected	Infected	Mid Infection (8-10-12wpi)					
LK16S004-258	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_258_S262_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_258_S262_R2_001.fastq.gz	10-27-M11-1	LK16S004_258	Baseline	E3	10/27/20	M11-1	Mouse	Cage11	E3_Cage11	E3_Cage11_Tp8	Timepoint 8	8	12	None	Infected	Tp8_Cage11	Tp8_None	Tp8_Infected	None_Infected	Tp8_None_Infected	No	10 wks post-MmuPV1 infection	Infected	Infected	Infected	Mid Infection (8-10-12wpi)			CIN3	High 	Persistent
LK16S004-259	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_259_S263_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_259_S263_R2_001.fastq.gz	10-27-M11-3	LK16S004_259	Baseline	E3	10/27/20	M11-3	Mouse	Cage11	E3_Cage11	E3_Cage11_Tp8	Timepoint 8	8	12	None	Infected	Tp8_Cage11	Tp8_None	Tp8_Infected	None_Infected	Tp8_None_Infected	No	10 wks post-MmuPV1 infection	Infected	Infected	Infected	Mid Infection (8-10-12wpi)			CIN2	Low	Persistent
LK16S004-260	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_260_S264_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_260_S264_R2_001.fastq.gz	10-27-C1	LK16S004_260	Baseline	E3	10/27/20	C1	PBS	PBS	PBS	PBS	Timepoint 8	8	PBS	PBS	PBS	PBS	PBS	PBS	PBS	PBS	No	10 wks post-MmuPV1 infection	Infected	Infected	PBS	Mid Infection (8-10-12wpi)					
LK16S004-261	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_261_S265_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_261_S265_R2_001.fastq.gz	10-27-C2	LK16S004_261	Baseline	E3	10/27/20	C2	Swab	Swab	Swab	Swab	Timepoint 8	8	Swab	Swab	Swab	Swab	Swab	Swab	Swab	Swab	No	10 wks post-MmuPV1 infection	Infected	Infected	Swab	Mid Infection (8-10-12wpi)					
LK16S004-262	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_262_S266_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_262_S266_R2_001.fastq.gz	10-27-C14	LK16S004_262	Baseline	E3	10/27/20	C14	Cage Wall	Cage5	E3_Cage5	E3_Cage5_Tp8	Timepoint 8	8	12	ABX	Untouched	Tp8_Cage5	Tp8_ABX	Tp8_Untouched	ABX_Untouched	Tp8_ABX_Untouched	No	10 wks post-MmuPV1 infection	Infected	Infected	Untouched	Mid Infection (8-10-12wpi)					
LK16S004-263	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_263_S267_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_263_S267_R2_001.fastq.gz	10-27-C16	LK16S004_263	Baseline	E3	10/27/20	C16	Cage Wall	Cage6	E3_Cage6	E3_Cage6_Tp8	Timepoint 8	8	12	None	Untouched	Tp8_Cage6	Tp8_None	Tp8_Untouched	None_Untouched	Tp8_None_Untouched	No	10 wks post-MmuPV1 infection	Infected	Infected	Untouched	Mid Infection (8-10-12wpi)					
