"","OTU","Sample","Abundance","forward.absolute.filepath","reverse.absolute.filepath","Mouse.ID","LK16Sid","ExName","Ex","LavageDate","MP","SampleOrigin","Cage","ExCage","ExCageTp","Timepoint","TimeP","Timepoint.wks","AntibioticTx","Tp.Cage","Tp.ABX","NaturalMicro","Infected","InfectStage2","InfectStageDepo","InfectStageDEM","InfectStage","ViralCopyNumber","ViralCopyNumberHighLow","DiseaseCINEndpoint","DiseaseEndpointRanked","Cleared.PersistentAtEndpoint","Kingdom","Phylum","Class","Order","Family","Genus"
"4161","e8820a8b0ccb14b286019c21e8bfcf00","LKMB005_089",0.0830173618040311,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_089_S89_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_089_S89_R2_001.fastq.gz","09-01--MP6-2","LKMB005_089","Pilot","E2","1-Sep","MP6-2","Mouse","Cage6","E2_Cage6","E2_Cage6_Tp4","Timepoint 4",4,6,"None","Tp4_Cage6","Tp4_None","No","Infected","Infected","Infected","Early Infection (4 & 6wpi)","4 wks post-infection with MmuPV1","2.79E+04","High","CIN 3","High","Persistent","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"620","245242d6b16e9f8cb1017229e230b4ea","LKMB005_063",0.0830140485312899,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_063_S63_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_063_S63_R2_001.fastq.gz","08-19--MP5-1","LKMB005_063","Pilot","E2","19-Aug","MP5-1","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp3","Timepoint 3",3,4,"None","Tp3_Cage5","Tp3_None","No","Infected","Infected","Infected","Infection Establishment (2wpi)","2 wks post-infection with MmuPV1","1.86E+05","High","CIN 3","High","Persistent","Bacteria","Firmicutes","Bacilli","Turicibacterales","Turicibacteraceae","Turicibacter"
"4202","e8820a8b0ccb14b286019c21e8bfcf00","LKMB005_107",0.0823701180192238,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_107_S109_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_107_S109_R2_001.fastq.gz","09-16--MP4-2","LKMB005_107","Pilot","E2","16-Sep","MP4-2","Mouse","Cage4","E2_Cage4","E2_Cage4_Tp5","Timepoint 5",5,8,"None","Tp5_Cage4","Tp5_None","No","Infected","Infected","Infected","Early Infection (4 & 6wpi)","6 wks post-infection with MmuPV1","8.74E+05","High","CIN 3","High","Persistent","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"4176","e8820a8b0ccb14b286019c21e8bfcf00","LKMB005_038",0.0822857142857143,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_038_S38_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_038_S38_R2_001.fastq.gz","08-04--MP5-1","LKMB005_038","Pilot","E2","4-Aug","MP5-1","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp2","Timepoint 2",2,2,"None","Tp2_Cage5","Tp2_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo","2wks post-Abx (just prior to N9/Infxn)","Pre-Infection","Pre-Infection","Pre-Infection","High","Persistent","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"2460","8632dac767a978f390c0739543c2a1a6","LKMB005_062",0.080597268176805,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_062_S62_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_062_S62_R2_001.fastq.gz","08-19--MP4-3","LKMB005_062","Pilot","E2","19-Aug","MP4-3","Mouse","Cage4","E2_Cage4","E2_Cage4_Tp3","Timepoint 3",3,4,"None","Tp3_Cage4","Tp3_None","No","Infected","Infected","Infected","Infection Establishment (2wpi)","2 wks post-infection with MmuPV1","1.69E+05","High","CIN 3","High","Persistent","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"4178","e8820a8b0ccb14b286019c21e8bfcf00","LKMB005_018",0.0787138950036689,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_018_S18_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_018_S18_R2_001.fastq.gz","07-21--MP5-4","LKMB005_018","Pilot","E2","21-Jul","MP5-4","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp1","Timepoint 1",1,0,"None","Tp1_Cage5","Tp1_None","Natural","Infected","Pre-Infection","Pre-Infection","Pre-Infection","Day of Abx Start (2wk pre-infection)","Pre-Infection","Pre-Infection","Pre-Infection","Low","Persistent","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"3631","d51b58b1f2535cb5d3fb7df63f20cd6d","LKMB005_065",0.0780446868771635,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_065_S65_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_065_S65_R2_001.fastq.gz","08-19--MP5-3","LKMB005_065","Pilot","E2","19-Aug","MP5-3","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp3","Timepoint 3",3,4,"None","Tp3_Cage5","Tp3_None","No","Infected","Infected","Infected","Infection Establishment (2wpi)","2 wks post-infection with MmuPV1","4.20E+04","High","SCC","Cancer","Persistent","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Janthinobacterium"
"2612","91c93208099c5254153fe250684deda0","LKMB005_110",0.0774942772597845,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_110_S112_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_110_S112_R2_001.fastq.gz","09-16--MP5-3","LKMB005_110","Pilot","E2","16-Sep","MP5-3","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp5","Timepoint 5",5,8,"None","Tp5_Cage5","Tp5_None","No","Infected","Infected","Infected","Early Infection (4 & 6wpi)","6 wks post-infection with MmuPV1","3.95E+05","High","SCC","Cancer","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"1663","492c9d99645d6866290affabd62e6c23","LKMB005_166",0.0752197981113644,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_166_S168_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_166_S168_R2_001.fastq.gz","10-13--MP5-4","LKMB005_166","Pilot","E2","13-Oct","MP5-4","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp7","Timepoint 7",7,12,"None","Tp7_Cage5","Tp7_None","No","Infected","Infected","Infected","Mid Infection (8 & 10 wpi)","10 wks post-infection with MmuPV1","4.19E+04","High","CIN 2","Low","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"4209","e8820a8b0ccb14b286019c21e8bfcf00","LKMB005_081",0.0751898734177215,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_081_S81_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_081_S81_R2_001.fastq.gz","09-01--MP4-1","LKMB005_081","Pilot","E2","1-Sep","MP4-1","Mouse","Cage4","E2_Cage4","E2_Cage4_Tp4","Timepoint 4",4,6,"None","Tp4_Cage4","Tp4_None","No","Infected","Infected","Infected","Early Infection (4 & 6wpi)","4 wks post-infection with MmuPV1","2.89E+03","Low","CIN 3","High","Persistent","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"4203","e8820a8b0ccb14b286019c21e8bfcf00","LKMB005_083",0.0751738897806314,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_083_S83_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_083_S83_R2_001.fastq.gz","09-01--MP4-3","LKMB005_083","Pilot","E2","1-Sep","MP4-3","Mouse","Cage4","E2_Cage4","E2_Cage4_Tp4","Timepoint 4",4,6,"None","Tp4_Cage4","Tp4_None","No","Infected","Infected","Infected","Early Infection (4 & 6wpi)","4 wks post-infection with MmuPV1","4.38E+05","High","CIN 3","High","Persistent","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"1724","4e269cbdd41f328dabf501e891c0c3ce","LKMB005_163",0.0751537134515858,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_163_S165_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_163_S165_R2_001.fastq.gz","10-13--MP5-1","LKMB005_163","Pilot","E2","13-Oct","MP5-1","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp7","Timepoint 7",7,12,"None","Tp7_Cage5","Tp7_None","No","Infected","Infected","Infected","Mid Infection (8 & 10 wpi)","10 wks post-infection with MmuPV1","1.50E+03","Low","CIN 3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Micrococcus"
"4166","e8820a8b0ccb14b286019c21e8bfcf00","LKMB005_111",0.0741935483870968,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_111_S113_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_111_S113_R2_001.fastq.gz","09-16--MP5-4","LKMB005_111","Pilot","E2","16-Sep","MP5-4","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp5","Timepoint 5",5,8,"None","Tp5_Cage5","Tp5_None","No","Infected","Infected","Infected","Early Infection (4 & 6wpi)","6 wks post-infection with MmuPV1","9.48E+03","Low","CIN 2","Low","Persistent","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"3509","c3c6b35a7e7fd0a56aab3c29bd47737b","LKMB005_133",0.0737903225806452,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_133_S135_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_133_S135_R2_001.fastq.gz","09-29--MP4-3","LKMB005_133","Pilot","E2","29-Sep","MP4-3","Mouse","Cage4","E2_Cage4","E2_Cage4_Tp6","Timepoint 6",6,10,"None","Tp6_Cage4","Tp6_None","No","Infected","Infected","Infected","Mid Infection (8 & 10 wpi)","8 wks post-infection with MmuPV1","1.23E+05","High","CIN 3","High","Persistent","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"2457","8632dac767a978f390c0739543c2a1a6","LKMB005_035",0.0735526315789474,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_035_S35_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_035_S35_R2_001.fastq.gz","08-04--MP4-1","LKMB005_035","Pilot","E2","4-Aug","MP4-1","Mouse","Cage4","E2_Cage4","E2_Cage4_Tp2","Timepoint 2",2,2,"None","Tp2_Cage4","Tp2_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo","2wks post-Abx (just prior to N9/Infxn)","Pre-Infection","Pre-Infection","Pre-Infection","High","Persistent","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"4164","e8820a8b0ccb14b286019c21e8bfcf00","LKMB005_139",0.0733927373766408,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_139_S141_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_139_S141_R2_001.fastq.gz","09-29--MP6-2","LKMB005_139","Pilot","E2","29-Sep","MP6-2","Mouse","Cage6","E2_Cage6","E2_Cage6_Tp6","Timepoint 6",6,10,"None","Tp6_Cage6","Tp6_None","No","Infected","Infected","Infected","Mid Infection (8 & 10 wpi)","8 wks post-infection with MmuPV1","7.99E+03","Low","CIN 3","High","Persistent","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"2633","91c93208099c5254153fe250684deda0","LKMB005_036",0.0718522119591638,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_036_S36_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_036_S36_R2_001.fastq.gz","08-04--MP4-2","LKMB005_036","Pilot","E2","4-Aug","MP4-2","Mouse","Cage4","E2_Cage4","E2_Cage4_Tp2","Timepoint 2",2,2,"None","Tp2_Cage4","Tp2_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo","2wks post-Abx (just prior to N9/Infxn)","Pre-Infection","Pre-Infection","Pre-Infection","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"3538","d0b654e775c2b737313af365f914fb3b","LKMB005_066",0.0715084840574305,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_066_S66_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_066_S66_R2_001.fastq.gz","08-19--MP5-4","LKMB005_066","Pilot","E2","19-Aug","MP5-4","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp3","Timepoint 3",3,4,"None","Tp3_Cage5","Tp3_None","No","Infected","Infected","Infected","Infection Establishment (2wpi)","2 wks post-infection with MmuPV1","4.75E+05","High","CIN 2","Low","Persistent","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"4363","f3e0021e6d88e5040f071b865fdf37dd","LKMB005_113",0.0701774022049359,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_113_S115_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_113_S115_R2_001.fastq.gz","09-16--MP6-2","LKMB005_113","Pilot","E2","16-Sep","MP6-2","Mouse","Cage6","E2_Cage6","E2_Cage6_Tp5","Timepoint 5",5,8,"None","Tp5_Cage6","Tp5_None","No","Infected","Infected","Infected","Early Infection (4 & 6wpi)","6 wks post-infection with MmuPV1","1.24E+04","Low","CIN 3","High","Persistent","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Alloiococcus"
"1708","4e269cbdd41f328dabf501e891c0c3ce","LKMB005_081",0.0688607594936709,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_081_S81_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_081_S81_R2_001.fastq.gz","09-01--MP4-1","LKMB005_081","Pilot","E2","1-Sep","MP4-1","Mouse","Cage4","E2_Cage4","E2_Cage4_Tp4","Timepoint 4",4,6,"None","Tp4_Cage4","Tp4_None","No","Infected","Infected","Infected","Early Infection (4 & 6wpi)","4 wks post-infection with MmuPV1","2.89E+03","Low","CIN 3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Micrococcus"
"1723","4e269cbdd41f328dabf501e891c0c3ce","LKMB005_162",0.0678897867267188,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_162_S164_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_162_S164_R2_001.fastq.gz","10-13--MP4-3","LKMB005_162","Pilot","E2","13-Oct","MP4-3","Mouse","Cage4","E2_Cage4","E2_Cage4_Tp7","Timepoint 7",7,12,"None","Tp7_Cage4","Tp7_None","No","Infected","Infected","Infected","Mid Infection (8 & 10 wpi)","10 wks post-infection with MmuPV1","3.04E+04","High","CIN 3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Micrococcus"
"2605","91c93208099c5254153fe250684deda0","LKMB005_083",0.06669341894061,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_083_S83_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_083_S83_R2_001.fastq.gz","09-01--MP4-3","LKMB005_083","Pilot","E2","1-Sep","MP4-3","Mouse","Cage4","E2_Cage4","E2_Cage4_Tp4","Timepoint 4",4,6,"None","Tp4_Cage4","Tp4_None","No","Infected","Infected","Infected","Early Infection (4 & 6wpi)","4 wks post-infection with MmuPV1","4.38E+05","High","CIN 3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"3657","d51b58b1f2535cb5d3fb7df63f20cd6d","LKMB005_035",0.0663157894736842,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_035_S35_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_035_S35_R2_001.fastq.gz","08-04--MP4-1","LKMB005_035","Pilot","E2","4-Aug","MP4-1","Mouse","Cage4","E2_Cage4","E2_Cage4_Tp2","Timepoint 2",2,2,"None","Tp2_Cage4","Tp2_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo","2wks post-Abx (just prior to N9/Infxn)","Pre-Infection","Pre-Infection","Pre-Infection","High","Persistent","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Janthinobacterium"
"4207","e8820a8b0ccb14b286019c21e8bfcf00","LKMB005_039",0.065206316861946,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_039_S39_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_039_S39_R2_001.fastq.gz","08-04--MP5-2","LKMB005_039","Pilot","E2","4-Aug","MP5-2","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp2","Timepoint 2",2,2,"None","Tp2_Cage5","Tp2_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo","2wks post-Abx (just prior to N9/Infxn)","Pre-Infection","Pre-Infection","Pre-Infection","No Tissue","Unknown","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"1707","4e269cbdd41f328dabf501e891c0c3ce","LKMB005_132",0.0648021482494807,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_132_S134_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_132_S134_R2_001.fastq.gz","09-29--MP4-2","LKMB005_132","Pilot","E2","29-Sep","MP4-2","Mouse","Cage4","E2_Cage4","E2_Cage4_Tp6","Timepoint 6",6,10,"None","Tp6_Cage4","Tp6_None","No","Infected","Infected","Infected","Mid Infection (8 & 10 wpi)","8 wks post-infection with MmuPV1","3.92E+04","High","CIN 3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Micrococcus"
"3601","d51b58b1f2535cb5d3fb7df63f20cd6d","LKMB005_041",0.0643772424397745,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_041_S41_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_041_S41_R2_001.fastq.gz","08-04--MP5-4","LKMB005_041","Pilot","E2","4-Aug","MP5-4","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp2","Timepoint 2",2,2,"None","Tp2_Cage5","Tp2_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo","2wks post-Abx (just prior to N9/Infxn)","Pre-Infection","Pre-Infection","Pre-Infection","Low","Persistent","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Janthinobacterium"
"4171","e8820a8b0ccb14b286019c21e8bfcf00","LKMB005_066",0.0641432034309155,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_066_S66_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_066_S66_R2_001.fastq.gz","08-19--MP5-4","LKMB005_066","Pilot","E2","19-Aug","MP5-4","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp3","Timepoint 3",3,4,"None","Tp3_Cage5","Tp3_None","No","Infected","Infected","Infected","Infection Establishment (2wpi)","2 wks post-infection with MmuPV1","4.75E+05","High","CIN 2","Low","Persistent","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"3531","c3c6b35a7e7fd0a56aab3c29bd47737b","LKMB005_132",0.0639408218067589,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_132_S134_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_132_S134_R2_001.fastq.gz","09-29--MP4-2","LKMB005_132","Pilot","E2","29-Sep","MP4-2","Mouse","Cage4","E2_Cage4","E2_Cage4_Tp6","Timepoint 6",6,10,"None","Tp6_Cage4","Tp6_None","No","Infected","Infected","Infected","Mid Infection (8 & 10 wpi)","8 wks post-infection with MmuPV1","3.92E+04","High","CIN 3","High","Persistent","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"4169","e8820a8b0ccb14b286019c21e8bfcf00","LKMB005_106",0.0634888642547617,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_106_S108_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_106_S108_R2_001.fastq.gz","09-16--MP4-1","LKMB005_106","Pilot","E2","16-Sep","MP4-1","Mouse","Cage4","E2_Cage4","E2_Cage4_Tp5","Timepoint 5",5,8,"None","Tp5_Cage4","Tp5_None","No","Infected","Infected","Infected","Early Infection (4 & 6wpi)","6 wks post-infection with MmuPV1","5.42E+03","Low","CIN 3","High","Persistent","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"4168","e8820a8b0ccb14b286019c21e8bfcf00","LKMB005_037",0.0629861217019979,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_037_S37_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_037_S37_R2_001.fastq.gz","08-04--MP4-3","LKMB005_037","Pilot","E2","4-Aug","MP4-3","Mouse","Cage4","E2_Cage4","E2_Cage4_Tp2","Timepoint 2",2,2,"None","Tp2_Cage4","Tp2_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo","2wks post-Abx (just prior to N9/Infxn)","Pre-Infection","Pre-Infection","Pre-Infection","High","Persistent","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
