"","OTU","Sample","Abundance","forward.absolute.filepath","reverse.absolute.filepath","LCM","Date","Treatment","LCMSample","Mouse","MouseNO","MouseSampleNumber","LCM.Spots","Epi.Stroma","DNA.RNA","Infected","E2","Disease","Disease2","Estrus.Stage","Location","DisTx","TxEs","Viral.Copy.Number..per.5ng.total.DNA.","Mouse.ID","ViralCopyNumberHighLow","Cleared.Persistent","Kingdom","Phylum","Class","Order","Family","Genus"
"2889","ecffc2022c0e89787d19d43381a157a7","LK16S004-313",0.0783190066857689,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-313_S212_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-313_S212_R2_001.fastq.gz","LCM07","8/10/21","Mock","MES-43-35_23_1E","M.35",35,1,19,"Epi","DNA","Mock","none","No disease","No disease","Estrus","Ectocervix","Mock -No disease","Mock -Estrus","N/A","43-35","","Mock","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"2885","ecffc2022c0e89787d19d43381a157a7","LK16S004-311",0.0782265873564808,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-311_S210_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-311_S210_R2_001.fastq.gz","LCM05","8/10/21","Mock","MES-43-34_43_1E","M.34",34,1,13,"Epi","DNA","Mock","none","No disease","No disease","Metestrus/Diestrus","Ectocervix","Mock -No disease","Mock -Metestrus/Diestrus","N/A","43-34","","Mock","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"1070","454a3769f3b1f0cfa3de8410ab44e3fc","LK16S004-352",0.0780024762690879,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-352_S251_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-352_S251_R2_001.fastq.gz","LCM46","8/13/21","MmuPV1 + 6m E2","MES-43-26_28_2E","M.26",26,2,161,"Epi","DNA","MmuPV","E2","High CIN (at least CIN3)","High CIN","Estrus/Metestrus","Vaginal wall","MmuPV1 + 6m E2 -High CIN","MmuPV1 + 6m E2 -Estrus/Metestrus","2.03E+07","43-26","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Gardnerella"
"1909","77183ba6dfa1455f39bd9b40cfd2d738","LK16S004-347",0.0776756596501631,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-347_S246_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-347_S246_R2_001.fastq.gz","LCM41","8/13/21","MmuPV1 + 6m E2","MES-43-21_02_2E","M.21",21,2,149,"Epi","DNA","MmuPV","E2","SCC","SCC","Diestrus","Cervicovaginal Fornix","MmuPV1 + 6m E2 -SCC","MmuPV1 + 6m E2 -Diestrus","8.09E+06","43-21","High","Persistent","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium"
"3044","fbe681bb9d21244b516cdfdb7f230b69","LK16S004-334",0.0770383693045564,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-334_S233_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-334_S233_R2_001.fastq.gz","LCM28","8/11/21","Mock + 6m E2","MES-43-43_68_2E","M.43",43,2,17,"Epi","DNA","Mock","E2","Hyperplasia (No Dysplasia)","Hyperplasia (No Dysplasia)","Metestrus ","Cervicovaginal wall","Mock + 6m E2 -Hyperplasia (No Dysplasia)","Mock + 6m E2 -Metestrus ","N/A","43-43","","Mock+E2","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Propionibacterium"
"378","17c171ce10d22010cabfc28fe6f39010","LK16S004-352",0.0763516302104829,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-352_S251_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-352_S251_R2_001.fastq.gz","LCM46","8/13/21","MmuPV1 + 6m E2","MES-43-26_28_2E","M.26",26,2,161,"Epi","DNA","MmuPV","E2","High CIN (at least CIN3)","High CIN","Estrus/Metestrus","Vaginal wall","MmuPV1 + 6m E2 -High CIN","MmuPV1 + 6m E2 -Estrus/Metestrus","2.03E+07","43-26","High","Persistent","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"113","0a36b4a346765441a0c61eafc49f02ab","LK16S004-336",0.076,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-336_S235_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-336_S235_R2_001.fastq.gz","LCM30","8/11/21","Mock + 6m E2","MES-43-44_58_2E","M.44",44,2,32,"Epi","DNA","Mock","E2","Hyperplasia (No Dysplasia)","Hyperplasia (No Dysplasia)","Metestrus/Diestrus","Cervicovaginal wall","Mock + 6m E2 -Hyperplasia (No Dysplasia)","Mock + 6m E2 -Metestrus/Diestrus","N/A","43-44","","Mock+E2","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"622","2273f6f8613e657e78cc6ae094ec8adf","LK16S004-310",0.0750670241286863,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-310_S209_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-310_S209_R2_001.fastq.gz","LCM04","8/9/21","Mock","MES-43-33_13_1E","M.33",33,1,12,"Epi","DNA","Mock","none","No disease","No disease","Diestrus","Ectocervix","Mock -No disease","Mock -Diestrus","N/A","43-33","","Mock","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"1376","51ad0deb6331cb77f17cde5970059539","LK16S004-325",0.074719800747198,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-325_S224_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-325_S224_R2_001.fastq.gz","LCM19","8/11/21","Mock + 6m E2","MES-43-38_63_1E","M.38",38,1,12,"Epi","DNA","Mock","E2","Hyperplasia (No Dysplasia)","Hyperplasia (No Dysplasia)","Metestrus/Diestrus","Ectocervix","Mock + 6m E2 -Hyperplasia (No Dysplasia)","Mock + 6m E2 -Metestrus/Diestrus","1.90E+01","43-38","Mock","Mock+E2","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus"
"3067","fbe681bb9d21244b516cdfdb7f230b69","LK16S004-316",0.0746478873239437,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-316_S215_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-316_S215_R2_001.fastq.gz","LCM10","8/10/21","MmuPV1 only","MES-43-1_68_2E","M.01",1,2,18,"Epi","DNA","MmuPV","none","Low CIN","Low CIN","Proestrus","Vaginal wall","MmuPV1 only -Low CIN","MmuPV1 only -Proestrus","7.09E+05","43-1","Low","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Propionibacterium"
"233","0f79094cae6cd434ba058b9fdd88d61d","LK16S004-336",0.0745454545454545,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-336_S235_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-336_S235_R2_001.fastq.gz","LCM30","8/11/21","Mock + 6m E2","MES-43-44_58_2E","M.44",44,2,32,"Epi","DNA","Mock","E2","Hyperplasia (No Dysplasia)","Hyperplasia (No Dysplasia)","Metestrus/Diestrus","Cervicovaginal wall","Mock + 6m E2 -Hyperplasia (No Dysplasia)","Mock + 6m E2 -Metestrus/Diestrus","N/A","43-44","","Mock+E2","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia"
"2894","ecffc2022c0e89787d19d43381a157a7","LK16S004-314",0.0743869209809264,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-314_S213_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-314_S213_R2_001.fastq.gz","LCM08","8/10/21","Mock","MES-43-35_23_2E","M.35",35,2,12,"Epi","DNA","Mock","none","No disease","No disease","Estrus","Cervicovaginal wall","Mock -No disease","Mock -Estrus","N/A","43-35","","Mock","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"2868","ecffc2022c0e89787d19d43381a157a7","LK16S004-350",0.0742756523131103,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-350_S249_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-350_S249_R2_001.fastq.gz","LCM44","8/13/21","MmuPV1 + 6m E2","MES-43-25_13_1E","M.25",25,1,124,"Epi","DNA","MmuPV","E2","SCC (at least CIN 3)","SCC","Diestrus","Ectocervix","MmuPV1 + 6m E2 -SCC","MmuPV1 + 6m E2 -Diestrus","7.59E+05","43-25","Low","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"2877","ecffc2022c0e89787d19d43381a157a7","LK16S004-312",0.0739560089257252,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-312_S211_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-312_S211_R2_001.fastq.gz","LCM06","8/10/21","Mock","MES-43-34_43_2E","M.34",34,2,41,"Epi","DNA","Mock","none","No disease","No disease","Metestrus/Diestrus","Cervicovaginal wall","Mock -No disease","Mock -Metestrus/Diestrus","N/A","43-34","","Mock","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"1561","5d37dc6851071e3cdbd525a861be9e05","LK16S004-326",0.0738396624472574,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-326_S225_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-326_S225_R2_001.fastq.gz","LCM20","8/11/21","Mock + 6m E2","MES-43-38_63_2E","M.38",38,2,16,"Epi","DNA","Mock","E2","Hyperplasia (No Dysplasia)","Hyperplasia (No Dysplasia)","Metestrus/Diestrus","Cervicovaginal wall","Mock + 6m E2 -Hyperplasia (No Dysplasia)","Mock + 6m E2 -Metestrus/Diestrus","1.90E+01","43-38","Mock","Mock+E2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"1781","6747ad484e6d8a72b539e63acb82f46b","LK16S004-351",0.0731193255512322,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-351_S250_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-351_S250_R2_001.fastq.gz","LCM45","8/13/21","MmuPV1 + 6m E2","MES-43-26_28_1E","M.26",26,1,128,"Epi","DNA","MmuPV","E2","High CIN (at least CIN3)","High CIN","Estrus/Metestrus","Vaginal wall","MmuPV1 + 6m E2 -High CIN","MmuPV1 + 6m E2 -Estrus/Metestrus","2.03E+07","43-26","High","Persistent","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Skermanella"
"2077","8632dac767a978f390c0739543c2a1a6","LK16S004-329",0.073037542662116,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-329_S228_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-329_S228_R2_001.fastq.gz","LCM23","8/11/21","Mock + 6m E2","MES-43-40_68_1E","M.40",40,1,16,"Epi","DNA","Mock","E2","Hyperplasia (No Dysplasia)","Hyperplasia (No Dysplasia)","Diestrus","Ectocervix","Mock + 6m E2 -Hyperplasia (No Dysplasia)","Mock + 6m E2 -Diestrus","N/A","43-40","","Mock+E2","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"1979","7e27961d269a191ec4b78765848e2f99","LK16S004-334",0.0725419664268585,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-334_S233_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-334_S233_R2_001.fastq.gz","LCM28","8/11/21","Mock + 6m E2","MES-43-43_68_2E","M.43",43,2,17,"Epi","DNA","Mock","E2","Hyperplasia (No Dysplasia)","Hyperplasia (No Dysplasia)","Metestrus ","Cervicovaginal wall","Mock + 6m E2 -Hyperplasia (No Dysplasia)","Mock + 6m E2 -Metestrus ","N/A","43-43","","Mock+E2","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus"
"1667","60277456526b9400022bcd857a9bddf8","LK16S004-340",0.0723172628304821,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-340_S239_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-340_S239_R2_001.fastq.gz","LCM34","8/12/21","MmuPV1 + 6m E2","MES-43-16_38_3E","M.16",16,3,152,"Epi","DNA","MmuPV","E2","High CIN (at least CIN3)","High CIN","Diestrus/Proestrus","Cervicovaginal wall","MmuPV1 + 6m E2 -High CIN","MmuPV1 + 6m E2 -Diestrus/Proestrus","6.16E+06","43-16","High","Persistent","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"896","36f80e2a17e5dc72737169f0f84aafbf","LK16S004-326",0.0710267229254571,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-326_S225_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-326_S225_R2_001.fastq.gz","LCM20","8/11/21","Mock + 6m E2","MES-43-38_63_2E","M.38",38,2,16,"Epi","DNA","Mock","E2","Hyperplasia (No Dysplasia)","Hyperplasia (No Dysplasia)","Metestrus/Diestrus","Cervicovaginal wall","Mock + 6m E2 -Hyperplasia (No Dysplasia)","Mock + 6m E2 -Metestrus/Diestrus","1.90E+01","43-38","Mock","Mock+E2","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium"
"2075","8632dac767a978f390c0739543c2a1a6","LK16S004-341",0.0710126402499645,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-341_S240_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-341_S240_R2_001.fastq.gz","LCM35","8/12/21","MmuPV1 + 6m E2","MES-43-17_23_1E","M.17",17,1,75,"Epi","DNA","MmuPV","E2","Low CIN (CIN2)","Low CIN","Diestrus/Proestrus","Cervicovaginal Fornix","MmuPV1 + 6m E2 -Low CIN","MmuPV1 + 6m E2 -Diestrus/Proestrus","2.92E+06","43-17","High","Persistent","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"118","0a36b4a346765441a0c61eafc49f02ab","LK16S004-329",0.0709897610921502,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-329_S228_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-329_S228_R2_001.fastq.gz","LCM23","8/11/21","Mock + 6m E2","MES-43-40_68_1E","M.40",40,1,16,"Epi","DNA","Mock","E2","Hyperplasia (No Dysplasia)","Hyperplasia (No Dysplasia)","Diestrus","Ectocervix","Mock + 6m E2 -Hyperplasia (No Dysplasia)","Mock + 6m E2 -Diestrus","N/A","43-40","","Mock+E2","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"624","2273f6f8613e657e78cc6ae094ec8adf","LK16S004-335",0.0701357466063348,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-335_S234_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-335_S234_R2_001.fastq.gz","LCM29","8/11/21","Mock + 6m E2","MES-43-44_58_1E","M.44",44,1,15,"Epi","DNA","Mock","E2","Hyperplasia (No Dysplasia)","Hyperplasia (No Dysplasia)","Metestrus/Diestrus","Ectocervix","Mock + 6m E2 -Hyperplasia (No Dysplasia)","Mock + 6m E2 -Metestrus/Diestrus","N/A","43-44","","Mock+E2","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"2204","91c93208099c5254153fe250684deda0","LK16S004-318",0.0694282996935433,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-318_S217_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-318_S217_R2_001.fastq.gz","LCM12","8/10/21","MmuPV1 only","MES-43-3_43_1E","M.03",3,1,99,"Epi","DNA","MmuPV","none","High CIN (at least CIN3)","High CIN","Diestrus","Vaginal wall","MmuPV1 only -High CIN","MmuPV1 only -Diestrus","4.92E+05","43-3","Low","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"2745","dc24a3607176ef6da2dc7d02bc8070fa","LK16S004-332",0.0689549494330371,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-332_S231_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-332_S231_R2_001.fastq.gz","LCM26","8/11/21","Mock + 6m E2","MES-43-42_68_2E","M.42",42,2,19,"Epi","DNA","Mock","E2","Hyperplasia (No Dysplasia)","Hyperplasia (No Dysplasia)","Metestrus ","Cervicovaginal wall","Mock + 6m E2 -Hyperplasia (No Dysplasia)","Mock + 6m E2 -Metestrus ","N/A","43-42","","Mock+E2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas"
"690","22be59c1b0f18950debfd54a8d1eb9ec","LK16S004-329",0.0689419795221843,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-329_S228_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-329_S228_R2_001.fastq.gz","LCM23","8/11/21","Mock + 6m E2","MES-43-40_68_1E","M.40",40,1,16,"Epi","DNA","Mock","E2","Hyperplasia (No Dysplasia)","Hyperplasia (No Dysplasia)","Diestrus","Ectocervix","Mock + 6m E2 -Hyperplasia (No Dysplasia)","Mock + 6m E2 -Diestrus","N/A","43-40","","Mock+E2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"475","1a98ff4f7e42b825bd257e038465432f","LK16S004-320",0.0686889818688982,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-320_S219_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-320_S219_R2_001.fastq.gz","LCM14","8/10/21","MmuPV1 only","MES-43-6_38_1E","M.06",6,1,82,"Epi","DNA","MmuPV","none","High CIN (CIN2-3)","High CIN","Diestrus/Proestrus","Cervicovaginal wall","MmuPV1 only -High CIN","MmuPV1 only -Diestrus/Proestrus","9.00E+05","43-6","Low","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"683","22be59c1b0f18950debfd54a8d1eb9ec","LK16S004-325",0.0684931506849315,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-325_S224_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-325_S224_R2_001.fastq.gz","LCM19","8/11/21","Mock + 6m E2","MES-43-38_63_1E","M.38",38,1,12,"Epi","DNA","Mock","E2","Hyperplasia (No Dysplasia)","Hyperplasia (No Dysplasia)","Metestrus/Diestrus","Ectocervix","Mock + 6m E2 -Hyperplasia (No Dysplasia)","Mock + 6m E2 -Metestrus/Diestrus","1.90E+01","43-38","Mock","Mock+E2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"2112","8632dac767a978f390c0739543c2a1a6","LK16S004-311",0.0683358694148568,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-311_S210_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-311_S210_R2_001.fastq.gz","LCM05","8/10/21","Mock","MES-43-34_43_1E","M.34",34,1,13,"Epi","DNA","Mock","none","No disease","No disease","Metestrus/Diestrus","Ectocervix","Mock -No disease","Mock -Metestrus/Diestrus","N/A","43-34","","Mock","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"116","0a36b4a346765441a0c61eafc49f02ab","LK16S004-311",0.0680592059759303,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-311_S210_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-311_S210_R2_001.fastq.gz","LCM05","8/10/21","Mock","MES-43-34_43_1E","M.34",34,1,13,"Epi","DNA","Mock","none","No disease","No disease","Metestrus/Diestrus","Ectocervix","Mock -No disease","Mock -Metestrus/Diestrus","N/A","43-34","","Mock","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"526","1c8169b4e7008ce117a2b8695986fe8f","LK16S004-329",0.0662116040955631,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-329_S228_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-329_S228_R2_001.fastq.gz","LCM23","8/11/21","Mock + 6m E2","MES-43-40_68_1E","M.40",40,1,16,"Epi","DNA","Mock","E2","Hyperplasia (No Dysplasia)","Hyperplasia (No Dysplasia)","Diestrus","Ectocervix","Mock + 6m E2 -Hyperplasia (No Dysplasia)","Mock + 6m E2 -Diestrus","N/A","43-40","","Mock+E2","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces"
