"","OTU","Sample","Abundance","forward.absolute.filepath","reverse.absolute.filepath","SampleNO","Ex","ShortID","FullID","MouseID","Cage","Group","Infected","ABX","Timepoint","Tp.Inf.ABX.Group","LevageDate","PostInfection.wk.","InfectStageML","PostABx.wk.","Notes","ViralCopyNumber","ViralCopyNumberHighLow","DiseaseCINEndpoint","DiseaseEndpointRanked","Cleared.PersistentAtEndpoint","Kingdom","Phylum","Class","Order","Family","Genus"
"7644","cb1bf30197aefdea00a9f96d6e5279dc","LK16S009-263",0.15632183908046,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-263_S75_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-263_S75_L001_R2_001.fastq.gz",48,"E4","MV-48","T2-M-30.3-B","M-30.3-B","Cage 30","Infected None","Infected","None","2","T2 Infected None","1.25.21","7","Early Infection 5 & 7 wpi","2","",268000,"High","At least CIN3","High","Persistent","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc"
"1978","34662cdb0c6982e4fb679614d76a8a8f","LK16S009-232",0.156225831399845,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-232_S44_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-232_S44_L001_R2_001.fastq.gz",17,"E4","MV-17","T1-M-29.1-B","M-29.1-B","Cage 29","Infected None","Infected","None","1","T1 Infected None","1.6.21","4.5","Early Infection 5 & 7 wpi","0","""1st CVL, pre-Abx""",1370,"Low","CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"2997","51f28b14ac054ba7571df1ee8b5ed45c","LK16S009-332",0.155457552370452,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-332_S144_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-332_S144_L001_R2_001.fastq.gz",119,"E4","MV-119","T5-M-28.3-B","M-28.3-B","Cage 28","Infected None","Infected","None","5","T5 Infected None","4.14.21","18","Late Infection 18 & 25 wpi","13","",NA,"","At least CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"3081","51f28b14ac054ba7571df1ee8b5ed45c","LK16S009-299",0.155371900826446,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-299_S111_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-299_S111_L001_R2_001.fastq.gz",84,"E4","MV-84","T4-M-25.2-B","M-25.2-B","Cage 25","Infected ABX","Infected","ABX","4","T4 Infected ABX","3.16.21","14","Mid Infection 9 & 14 wpi","9","",NA,"","CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"1924","34662cdb0c6982e4fb679614d76a8a8f","LK16S009-250",0.153674832962138,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-250_S62_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-250_S62_L001_R2_001.fastq.gz",35,"E4","MV-35","T2-M-26.1-B","M-26.1-B","Cage 26","Infected ABX","Infected","ABX","2","T2 Infected ABX","1.25.21","7","Early Infection 5 & 7 wpi","2","",388000,"High","CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"2584","49c7180d4de431e2238e3e9d8b42f3ef","LK16S009-339",0.151724137931034,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-339_S151_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-339_S151_L001_R2_001.fastq.gz",126,"E4","MV-126","T5-M-30.3-B","M-30.3-B","Cage 30","Infected None","Infected","None","5","T5 Infected None","4.14.21","18","Late Infection 18 & 25 wpi","13","",NA,"","At least CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Enhydrobacter"
"7647","cd6018ff4b88a82f603282e835f496ef","LK16S009-239",0.151476578411405,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-239_S51_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-239_S51_L001_R2_001.fastq.gz",24,"E4","MV-24","T1-M-31.2-B","M-31.2-B","Cage 31","Infected ABX","Infected","ABX","1","T1 Infected ABX","1.6.21","4.5","Early Infection 5 & 7 wpi","0","""1st CVL, pre-Abx""",1930000,"High","At least CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"2980","51f28b14ac054ba7571df1ee8b5ed45c","LK16S009-314",0.150346620450607,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-314_S126_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-314_S126_L001_R2_001.fastq.gz",100,"E4","MV-100","T4-M-30.3-B","M-30.3-B","Cage 30","Infected None","Infected","None","4","T4 Infected None","3.16.21","14","Mid Infection 9 & 14 wpi","9","",NA,"","At least CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"1962","34662cdb0c6982e4fb679614d76a8a8f","LK16S009-230",0.150332594235033,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-230_S42_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-230_S42_L001_R2_001.fastq.gz",15,"E4","MV-15","T1-M-28.3-B","M-28.3-B","Cage 28","Infected None","Infected","None","1","T1 Infected None","1.6.21","4.5","Early Infection 5 & 7 wpi","0","""1st CVL, pre-Abx""",424000,"High","At least CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"8493","dbbc63b3f43b8a88686db2cea99f071e","LK16S009-231",0.150205761316872,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-231_S43_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-231_S43_L001_R2_001.fastq.gz",16,"E4","MV-16","T1-M-28.4-B","M-28.4-B","Cage 28","Infected None","Infected","None","1","T1 Infected None","1.6.21","4.5","Early Infection 5 & 7 wpi","0","""1st CVL, pre-Abx""",819000,"High","CIN3","High","Persistent","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Afipia"
"1973","34662cdb0c6982e4fb679614d76a8a8f","LK16S009-286",0.15020297699594,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-286_S98_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-286_S98_L001_R2_001.fastq.gz",71,"E4","MV-71","T3-M-29.3-B","M-29.3-B","Cage 29","Infected None","Infected","None","3","T3 Infected None","2.8.21","9","Mid Infection 9 & 14 wpi","4","",107000,"High","CIN3","High","Cleared","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"1987","34662cdb0c6982e4fb679614d76a8a8f","LK16S009-224",0.149357072205737,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-224_S36_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-224_S36_L001_R2_001.fastq.gz",9,"E4","MV-9","T1-M-26.1-B","M-26.1-B","Cage 26","Infected ABX","Infected","ABX","1","T1 Infected ABX","1.6.21","4.5","Early Infection 5 & 7 wpi","0","""1st CVL, pre-Abx""",1040000,"High","CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"6449","ba74bc2d9784d7cceb6e4d8ff377ecae","LK16S009-323",0.149192604727358,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-323_S135_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-323_S135_L001_R2_001.fastq.gz",109,"E4","MV-109","T5-M-25.1-B","M-25.1-B","Cage 25","Infected ABX","Infected","ABX","5","T5 Infected ABX","4.14.21","18","Late Infection 18 & 25 wpi","13","",NA,"","CIN3","High","Persistent","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"1925","34662cdb0c6982e4fb679614d76a8a8f","LK16S009-249",0.148884381338742,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-249_S61_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-249_S61_L001_R2_001.fastq.gz",34,"E4","MV-34","T2-M-25.4-B","M-25.4-B","Cage 25","Infected ABX","Infected","ABX","2","T2 Infected ABX","1.25.21","7","Early Infection 5 & 7 wpi","2","",2710,"Low","","","","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"7703","cd6018ff4b88a82f603282e835f496ef","LK16S009-354",0.14878892733564,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-354_S166_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-354_S166_L001_R2_001.fastq.gz",142,"E4","MV-142","T6-M-26.4-B","M-26.4-B","Cage 26","Infected ABX","Infected","ABX","6","T6 Infected ABX","6.1.21","24.5","Late Infection 18 & 25 wpi","20","End Point",810000,"High","CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"4218","7f8774a733c57d1db0f78058075b70b7","LK16S009-265",0.148471615720524,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-265_S77_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-265_S77_L001_R2_001.fastq.gz",50,"E4","MV-50","T2-M-31.2-B","M-31.2-B","Cage 31","Infected ABX","Infected","ABX","2","T2 Infected ABX","1.25.21","7","Early Infection 5 & 7 wpi","2","",892000,"High","At least CIN3","High","Persistent","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"2011","34662cdb0c6982e4fb679614d76a8a8f","LK16S009-352",0.147814910025707,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-352_S164_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-352_S164_L001_R2_001.fastq.gz",140,"E4","MV-140","T6-M-26.2-B","M-26.2-B","Cage 26","Infected ABX","Infected","ABX","6","T6 Infected ABX","6.1.21","24.5","Late Infection 18 & 25 wpi","20","End Point",467000,"High","At least CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"2817","4fbe82b6d337fb7468f4cadd594b7279","LK16S009-247",0.147227533460803,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-247_S59_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-247_S59_L001_R2_001.fastq.gz",32,"E4","MV-32","T2-M-25.2-B","M-25.2-B","Cage 25","Infected ABX","Infected","ABX","2","T2 Infected ABX","1.25.21","7","Early Infection 5 & 7 wpi","2","",813,"Low","CIN3","High","Persistent","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter"
"9967","f716e8fadfd332563b90125b21ae3e54","LK16S009-353",0.146643109540636,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-353_S165_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-353_S165_L001_R2_001.fastq.gz",141,"E4","MV-141","T6-M-26.3-B","M-26.3-B","Cage 26","Infected ABX","Infected","ABX","6","T6 Infected ABX","6.1.21","24.5","Late Infection 18 & 25 wpi","20","End Point",2880000,"High","CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Micrococcus"
"1621","2e851e956e6efc6849ac305ae18ef4bb","LK16S009-265",0.146288209606987,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-265_S77_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-265_S77_L001_R2_001.fastq.gz",50,"E4","MV-50","T2-M-31.2-B","M-31.2-B","Cage 31","Infected ABX","Infected","ABX","2","T2 Infected ABX","1.25.21","7","Early Infection 5 & 7 wpi","2","",892000,"High","At least CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"93","0dc277489ce86368856c74d651527d29","LK16S009-314",0.145580589254766,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-314_S126_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-314_S126_L001_R2_001.fastq.gz",100,"E4","MV-100","T4-M-30.3-B","M-30.3-B","Cage 30","Infected None","Infected","None","4","T4 Infected None","3.16.21","14","Mid Infection 9 & 14 wpi","9","",NA,"","At least CIN3","High","Persistent","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"6330","ba74bc2d9784d7cceb6e4d8ff377ecae","LK16S009-332",0.145534729878721,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-332_S144_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-332_S144_L001_R2_001.fastq.gz",119,"E4","MV-119","T5-M-28.3-B","M-28.3-B","Cage 28","Infected None","Infected","None","5","T5 Infected None","4.14.21","18","Late Infection 18 & 25 wpi","13","",NA,"","At least CIN3","High","Persistent","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"1995","34662cdb0c6982e4fb679614d76a8a8f","LK16S009-273",0.143648763853367,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-273_S85_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-273_S85_L001_R2_001.fastq.gz",58,"E4","MV-58","T3-M-25.2-B","M-25.2-B","Cage 25","Infected ABX","Infected","ABX","3","T3 Infected ABX","2.8.21","9","Mid Infection 9 & 14 wpi","4","",1240,"Low","CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"5716","a3905a301aebbc2efdb2a4d3ab91aa74","LK16S009-268",0.143344709897611,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-268_S80_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-268_S80_L001_R2_001.fastq.gz",53,"E4","MV-53","T3-M-24.A.1-B","M-24.A.1-B","Cage 24A","Mock None","Mock","None","3","T3 Mock None","2.8.21","9","Mid Infection 9 & 14 wpi","4","",91,"Mock","Normal/Hyperplasia","None","Mock","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"2443","47e8d2b4c891afe664f1a9976ac905a0","LK16S009-258",0.14332784184514,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-258_S70_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-258_S70_L001_R2_001.fastq.gz",43,"E4","MV-43","T2-M-29.1-B","M-29.1-B","Cage 29","Infected None","Infected","None","2","T2 Infected None","1.25.21","7","Early Infection 5 & 7 wpi","2","",1720,"Low","CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces"
"1941","34662cdb0c6982e4fb679614d76a8a8f","LK16S009-240",0.142857142857143,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-240_S52_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-240_S52_L001_R2_001.fastq.gz",25,"E4","MV-25","T1-M-31.3-B","M-31.3-B","Cage 31","Infected ABX","Infected","ABX","1","T1 Infected ABX","1.6.21","4.5","Early Infection 5 & 7 wpi","0","""1st CVL, pre-Abx""",48300,"Low","At least CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"7897","d1d32f5e2af125cca03ee71eb338257e","LK16S009-354",0.141868512110727,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-354_S166_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-354_S166_L001_R2_001.fastq.gz",142,"E4","MV-142","T6-M-26.4-B","M-26.4-B","Cage 26","Infected ABX","Infected","ABX","6","T6 Infected ABX","6.1.21","24.5","Late Infection 18 & 25 wpi","20","End Point",810000,"High","CIN3","High","Persistent","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum"
"2436","47e8d2b4c891afe664f1a9976ac905a0","LK16S009-244",0.141809290953545,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-244_S56_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-244_S56_L001_R2_001.fastq.gz",29,"E4","MV-29","T2-M-24.B.1-B","M-24.B.1-B","Cage 24B","Mock ABX","Mock","ABX","2","T2 Mock ABX","1.25.21","7","Early Infection 5 & 7 wpi","2","",175,"Mock","Normal/Hyperplasia","None","Mock","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces"
"3025","51f28b14ac054ba7571df1ee8b5ed45c","LK16S009-258",0.14168039538715,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-258_S70_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-258_S70_L001_R2_001.fastq.gz",43,"E4","MV-43","T2-M-29.1-B","M-29.1-B","Cage 29","Infected None","Infected","None","2","T2 Infected None","1.25.21","7","Early Infection 5 & 7 wpi","2","",1720,"Low","CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"7827","d1d32f5e2af125cca03ee71eb338257e","LK16S009-281",0.141483516483516,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-281_S93_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-281_S93_L001_R2_001.fastq.gz",66,"E4","MV-66","T3-M-28.2-B","M-28.2-B","Cage 28","Infected None","Infected","None","3","T3 Infected None","2.8.21","9","Mid Infection 9 & 14 wpi","4","",94500,"High","CIN3","High","Persistent","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum"
"1935","34662cdb0c6982e4fb679614d76a8a8f","LK16S009-220",0.140406607369759,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-220_S32_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-220_S32_L001_R2_001.fastq.gz",5,"E4","MV-5","T1-M-25.1-B","M-25.1-B","Cage 25","Infected ABX","Infected","ABX","1","T1 Infected ABX","1.6.21","4.5","Early Infection 5 & 7 wpi","0","""1st CVL, pre-Abx""",892000,"High","CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"5715","a3905a301aebbc2efdb2a4d3ab91aa74","LK16S009-351",0.140043763676149,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-351_S163_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-351_S163_L001_R2_001.fastq.gz",139,"E4","MV-139","T6-M-26.1-B","M-26.1-B","Cage 26","Infected ABX","Infected","ABX","6","T6 Infected ABX","6.1.21","24.5","Late Infection 18 & 25 wpi","20","End Point",NA,"","CIN3","High","Persistent","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"2420","47e8d2b4c891afe664f1a9976ac905a0","LK16S009-277",0.139894019682059,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-277_S89_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-277_S89_L001_R2_001.fastq.gz",62,"E4","MV-62","T3-M-26.2-B","M-26.2-B","Cage 26","Infected ABX","Infected","ABX","3","T3 Infected ABX","2.8.21","9","Mid Infection 9 & 14 wpi","4","",24200000,"High","At least CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces"
